run_token,family,arm,dataset,horizon,seed,window,ablation,use_adj,sim_mat,target_space,quantiles,n_quantiles,attn_exp,renewal,renewal_lag,gi_fix,level_cap,model_column,n_test,rmse_npz,rmse_csv,has_val,has_quantiles,git_commit,mode,best_epoch,n_params,timestamp,npz_path,ckpt_path,manifest_path,consistency
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-30.with_adj.loggrowth.quant,MSAGAT-Net,current,nhs_timeseries,14,30,20,none,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant,179,20.930571,20.930571,True,True,,,,,20260814_032349,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-30.with_adj.loggrowth.quant.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-30.with_adj.loggrowth.quant.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-30.with_adj,MSAGAT-Net,current,nhs_timeseries,14,30,20,none,True,default,level,False,,,False,,,,MSAGAT-Net,179,10.523733,10.523733,True,False,,,,,20260811_091411,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-30.with_adj.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-30.with_adj.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,False,,,False,,,,MSAGAT-Net.loggrowth,179,9.333392,9.333392,True,False,,,,,20260811_045416,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.attnfix,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant.attnfix,179,9.146736,9.146736,True,True,,,,,20260819_014212,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.attnfix.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.attnfix.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regent,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regent,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regent,179,16.215133,16.215133,True,True,,,,,20260819_074911,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regent.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regent.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd-lrx10,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-adjstd-lrx10,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-adjstd-lrx10,179,13.078079,13.078079,True,True,,,,,20260819_074340,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd-lrx10.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd-lrx10.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-adjstd,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-adjstd,179,10.394623,10.394623,True,True,,,,,20260819_070932,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-init10,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-init10,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-init10,179,14.870792,14.870792,True,True,,,,,20260819_025040,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-init10.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-init10.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-lrx10,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-lrx10,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-lrx10,179,14.392527,14.392527,True,True,,,,,20260819_065816,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-lrx10.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-lrx10.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-multgate,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-multgate,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-multgate,179,10.172717,10.172717,True,True,,,,,20260819_072503,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-multgate.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-multgate.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank16,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-rank16,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-rank16,179,10.257449,10.257449,True,True,,,,,20260819_073710,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank16.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank16.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank2,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-rank2,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-rank2,179,8.737033,8.737033,True,True,,,,,20260819_073151,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank2.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank2.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-renewal_lag0,True,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal,179,11.840876,11.840876,True,True,,,,,20260819_112325,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-renewres-renewal_lag0,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7,179,12.556115,12.556115,True,True,,,,,20260819_115455,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-renewres,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7,179,11.31193,11.31193,True,True,,,,,20260819_120207,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter-giunif,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7,179,18.761076,18.761076,True,True,,,,,20260820_092609,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-renewres.renewal7,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter-renewres,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter-renewres.renewal7,179,16.81445,16.81445,True,True,,,,,20260820_041916,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-renewres.renewal7.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-renewres.renewal7.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal14,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter,True,14,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter.renewal14,179,10.84805,10.84805,True,True,,,,,20260820_040843,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal14.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal14.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter,True,7,5.2-1.72,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72,179,13.590096,13.590096,True,True,,,,,20260820_102943,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7,179,18.102505,18.102505,True,True,,,,,20260820_022311,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-scorenorm,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-scorenorm,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-scorenorm,179,22.61481,22.61481,True,True,,,,,20260819_071655,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-scorenorm.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-scorenorm.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-temp,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre-temp,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-temp,179,15.034447,15.034447,True,True,,,,,20260819_024202,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-temp.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-temp.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,179,22.54467,22.54467,True,True,,,,,20260819_020805,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre,True,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre.renewal,179,9.636817,9.636817,True,True,,,,,20260819_111354,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal21,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre,True,21,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre.renewal21,179,9.515217,9.515217,True,True,,,,,20260819_114304,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal21.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal21.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal7,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,nodecay-regpre,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre.renewal7,179,13.88705,13.88705,True,True,,,,,20260819_113343,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal7.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal7.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant,179,10.719046,10.719046,True,True,,,,,20260814_032401,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.loggrowth.quant.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj,MSAGAT-Net,current,nhs_timeseries,14,42,20,none,True,default,level,False,,,False,,,,MSAGAT-Net,179,13.929884,13.929884,True,False,,,,,20260811_091400,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-42.with_adj.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth,MSAGAT-Net,current,nhs_timeseries,14,45,20,none,True,default,loggrowth,False,,,False,,,,MSAGAT-Net.loggrowth,179,9.630877,9.630876,True,False,,,,,20260811_045544,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.attnfix,MSAGAT-Net,current,nhs_timeseries,14,45,20,none,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant.attnfix,179,10.581361,10.581361,True,True,,,,,20260819_014345,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.attnfix.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.attnfix.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7,MSAGAT-Net,current,nhs_timeseries,14,45,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter-giunif,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7,179,12.944136,12.944136,True,True,,,,,20260820_152016,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7.npz,save_renewal/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72,MSAGAT-Net,current,nhs_timeseries,14,45,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter,True,7,5.2-1.72,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72,179,13.06254,13.06254,True,True,,,,,20260820_152846,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72.npz,save_renewal/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7,MSAGAT-Net,current,nhs_timeseries,14,45,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7,179,15.280678,15.280678,True,True,,,,,20260820_151224,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.npz,save_renewal/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre,MSAGAT-Net,current,nhs_timeseries,14,45,20,none,True,default,loggrowth,True,,nodecay-regpre,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,179,11.614813,11.614813,True,True,,,,,20260819_080701,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant,MSAGAT-Net,current,nhs_timeseries,14,45,20,none,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant,179,15.532974,15.532974,True,True,,,,,20260814_032412,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.loggrowth.quant.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj,MSAGAT-Net,current,nhs_timeseries,14,45,20,none,True,default,level,False,,,False,,,,MSAGAT-Net,179,11.230617,11.230617,True,False,,,,,20260811_091423,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-14.none.seed-45.with_adj.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-3.no_agam.seed-42.with_adj.loggrowth.quant,MSAGAT-Net,current,nhs_timeseries,3,42,20,no_agam,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant,179,3.548332,3.548332,True,True,,,,,20260819_015913,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-3.no_agam.seed-42.with_adj.loggrowth.quant.npz,save_attn/MSAGAT-Net.nhs_timeseries.w-20.h-3.no_agam.seed-42.with_adj.loggrowth.quant.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-3.none.seed-1000.with_adj.loggrowth.quant.attnfix,MSAGAT-Net,current,nhs_timeseries,3,1000,20,none,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant.attnfix,179,2.284812,2.284812,True,True,,,,,20260819_013409,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-3.none.seed-1000.with_adj.loggrowth.quant.attnfix.npz,save_all/MSAGAT-Net.nhs_timeseries.w-20.h-3.none.seed-1000.with_adj.loggrowth.quant.attnfix.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-3.none.seed-1000.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7,MSAGAT-Net,current,nhs_timeseries,3,1000,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter-giunif,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7,179,2.492979,2.492979,True,True,,,,,20260820_143405,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-3.none.seed-1000.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7.npz,save_renewal/MSAGAT-Net.nhs_timeseries.w-20.h-3.none.seed-1000.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7.pt,,manifest_missing
MSAGAT-Net.nhs_timeseries.w-20.h-3.none.seed-1000.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72,MSAGAT-Net,current,nhs_timeseries,3,1000,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter,True,7,5.2-1.72,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72,179,2.517809,2.517809,True,True,,,,,20260820_144413,report/predictions/nhs_timeseries/MSAGAT-Net.nhs_timeseries.w-20.h-3.none.seed-1000.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72.npz,save_renewal/MSAGAT-Net.nhs_timeseries.w-20.h-3.none.seed-1000.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72.pt,,manifest_missing
